sa_finance1_cocode|sa_company_name|sa_finance1_year|sa_ann_rep_months|sa_fs_format|sa_sale_of_goods|sa_export_incentives|sa_salaries_bonus_pf|sa_long_term_borrowings|sa_curr_portion_lt_borrowings|sa_net_fixed_assets|sa_gross_fixed_ast_addn|sa_gross_intangible_assets_tot_addn|sa_gross_fixed_ast_addn|sa_cf_net_frm_op_activity|sa_export_goods
72030|FALCON MARINE EXPORTS LTD.|20190331|12|INDAS|14595.1000|1060.6000|308.9000|298.6000|NA|1905.8000|243.3000|NA|243.3000|319.4000|NA
72030|FALCON MARINE EXPORTS LTD.|20200331|12|INDAS|16299.5000|1602.0000|348.3000|153.1000|NA|1836.4000|209.8000|NA|209.8000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20210331|12|INDAS|11472.2000|434.5000|380.8000|466.4000|NA|2280.2000|749.9000|NA|749.9000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20220331|12|INDAS|20556.8000|457.2000|419.8000|313.9000|NA|2333.1000|402.7000|NA|402.7000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20230331|12|INDAS|16469.2000|355.4000|457.3000|286.0000|NA|2409.8000|419.8000|NA|419.8000|NA|NA
74341|FOODS & INNS LTD.|20160331|12|IGAAP|3086.9000|104.5000|143.9000|70.6000|45.7000|1060.1000|265.8000|NA|265.8000|-201.3000|2168.1000
74341|FOODS & INNS LTD.|20170331|12|INDAS|3326.7000|90.6000|172.2000|38.4000|26.2000|1063.7000|97.4000|NA|97.4000|551.3000|1860.6000
74341|FOODS & INNS LTD.|20180331|12|INDAS|3171.0000|123.0000|176.8000|55.0000|19.8000|1061.7000|99.2000|NA|99.2000|151.7000|1908.2000
74341|FOODS & INNS LTD.|20190331|12|INDAS|3238.0000|130.9000|213.2000|85.3000|9.9000|1188.2000|246.6000|13.8000|246.6000|-185.1000|1988.5000
74341|FOODS & INNS LTD.|20200331|12|INDAS|3708.5000|124.4000|212.5000|125.1000|30.3000|1328.1000|264.4000|121.0000|264.4000|-0.7000|1962.1000
74341|FOODS & INNS LTD.|20210331|12|INDAS|3499.4000|55.2000|211.1000|125.3000|77.8000|1262.3000|59.1000|NA|59.1000|146.6000|1797.0000
74341|FOODS & INNS LTD.|20220331|12|INDAS|6153.2000|NA|232.0000|507.0000|62.3000|1318.3000|195.8000|NA|195.8000|161.9000|2399.6000
74341|FOODS & INNS LTD.|20230331|12|INDAS|9749.0000|NA|288.9000|567.6000|82.1000|1724.2000|548.4000|0.3000|548.4000|NA|3584.2000
77643|GADRE MARINE EXPORT PVT. LTD.|20160331|12|IGAAP|6773.2000|NA|370.4000|401.4000|76.0000|1404.5000|421.3000|7.5000|421.3000|NA|5887.6000
77643|GADRE MARINE EXPORT PVT. LTD.|20170331|12|INDAS|7498.9000|449.7000|440.2000|316.1000|NA|1744.9000|462.6000|NA|462.6000|212.1000|6665.3000
77643|GADRE MARINE EXPORT PVT. LTD.|20180331|12|INDAS|9581.6000|765.3000|515.7000|501.5000|NA|2237.6000|649.0000|0.1000|649.0000|381.2000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20190331|12|INDAS|9709.4000|862.8000|523.2000|976.3000|NA|2972.6000|921.0000|1.1000|921.0000|1194.7000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20200331|12|INDAS|8546.4000|697.4000|585.6000|1206.6000|NA|4283.7000|1566.7000|8.4000|1566.7000|206.8000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20210331|12|INDAS|9028.8000|287.1000|619.0000|1445.5000|NA|4264.5000|311.6000|NA|311.6000|123.4000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20220331|12|INDAS|12967.3000|249.4000|757.6000|1137.3000|NA|4426.8000|501.6000|12.0000|501.6000|313.6000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20230331|12|INDAS|13579.6000|165.0000|770.3000|993.3000|NA|4549.0000|469.3000|5.3000|469.3000|788.7000|NA
783|A D F FOODS LTD.|20160331|12|IGAAP|1435.6000|58.6000|115.1000|2.6000|2.5000|701.8000|31.5000|0.2000|31.5000|443.3000|1418.8000
783|A D F FOODS LTD.|20170331|12|INDAS|1582.1000|74.6000|127.4000|1.0000|2.5000|696.3000|38.5000|NA|38.5000|178.3000|NA
783|A D F FOODS LTD.|20180331|12|INDAS|1637.9000|79.0000|127.3000|0.3000|0.7000|704.9000|53.4000|0.3000|53.4000|213.8000|NA
783|A D F FOODS LTD.|20190331|12|INDAS|1875.0000|126.3000|123.1000|NA|NA|686.0000|35.7000|NA|35.7000|243.1000|NA
783|A D F FOODS LTD.|20200331|12|INDAS|1820.9000|123.8000|139.1000|6.2000|NA|771.9000|143.2000|0.1000|143.2000|355.2000|NA
783|A D F FOODS LTD.|20210331|12|INDAS|2287.6000|78.8000|139.2000|0.6000|NA|772.3000|65.3000|NA|65.3000|259.1000|NA
783|A D F FOODS LTD.|20220331|12|INDAS|2866.1000|154.1000|169.0000|0.6000|NA|813.2000|101.9000|0.5000|101.9000|382.1000|NA
783|A D F FOODS LTD.|20230331|12|INDAS|3473.6000|59.8000|191.0000|16.8000|NA|955.3000|185.6000|0.8000|185.6000|249.1000|NA
78632|GANESH GRAINS LTD.|20160331|12|IGAAP|4639.3000|NA|51.9000|393.0000|NA|948.7000|68.8000|NA|68.8000|6.2000|NA
78632|GANESH GRAINS LTD.|20170331|12|IGAAP|5290.8000|NA|77.2000|145.2000|NA|948.7000|133.4000|25.9000|133.4000|-126.9000|NA
78632|GANESH GRAINS LTD.|20180331|12|IGAAP|4265.4000|NA|97.4000|71.2000|64.0000|845.0000|101.2000|4.4000|101.2000|725.1000|NA
78632|GANESH GRAINS LTD.|20190331|12|IGAAP|4234.6000|NA|103.0000|NA|NA|785.1000|62.5000|1.6000|62.5000|348.6000|NA
78632|GANESH GRAINS LTD.|20200331|12|IGAAP|4987.5000|NA|127.8000|NA|NA|783.3000|221.8000|1.4000|221.8000|419.6000|NA
78632|GANESH GRAINS LTD.|20210331|12|IGAAP|4873.1000|NA|122.6000|134.3000|59.7000|639.6000|14.6000|0.2000|14.6000|5.1000|NA
78632|GANESH GRAINS LTD.|20220331|12|IGAAP|4465.2000|NA|133.2000|74.6000|59.7000|645.2000|122.8000|0.7000|122.8000|476.6000|NA
86945|GUJARAT TEA PROCESSORS & PACKERS LTD.|20160331|12|INDAS|9747.9000|NA|347.8000|NA|NA|686.1000|110.6000|5.1000|110.6000|329.1000|480.9000
86945|GUJARAT TEA PROCESSORS & PACKERS LTD.|20170331|12|INDAS|10312.9000|NA|395.2000|NA|NA|639.1000|61.5000|1.5000|61.5000|1142.3000|NA
86945|GUJARAT TEA PROCESSORS & PACKERS LTD.|20180331|12|INDAS|11072.5000|34.8000|461.1000|NA|NA|634.1000|94.4000|2.3000|94.4000|812.4000|681.0000
86945|GUJARAT TEA PROCESSORS & PACKERS LTD.|20190331|12|INDAS|12034.2000|46.8000|515.2000|NA|NA|824.4000|287.8000|2.3000|287.8000|687.1000|687.3000
86945|GUJARAT TEA PROCESSORS & PACKERS LTD.|20200331|12|INDAS|12771.3000|50.6000|610.2000|27.9000|NA|879.4000|182.2000|7.6000|182.2000|1024.6000|NA
86945|GUJARAT TEA PROCESSORS & PACKERS LTD.|20210331|12|INDAS|16022.4000|45.2000|726.4000|18.8000|NA|958.2000|209.9000|1.6000|209.9000|-663.8000|NA
86945|GUJARAT TEA PROCESSORS & PACKERS LTD.|20220331|12|INDAS|17377.4000|18.9000|787.3000|345.6000|NA|1035.0000|240.3000|0.7000|240.3000|2237.8000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20160331|12|INDAS|19660.0000|NA|1239.5000|246.3000|369.4000|6623.9000|1940.4000|1.6000|1940.4000|3258.9000|1994.0000
89485|HALDIRAM SNACKS PVT. LTD.|20170331|12|INDAS|24096.6000|NA|1527.9000|333.5000|62.8000|6955.9000|1388.2000|6.5000|1388.2000|3068.5000|2720.1000
89485|HALDIRAM SNACKS PVT. LTD.|20180331|12|INDAS|25674.6000|NA|1681.3000|716.8000|533.3000|6749.0000|2510.2000|21.3000|2510.2000|4872.5000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20190331|12|INDAS|30189.9000|NA|2446.3000|802.2000|414.6000|8561.4000|3034.0000|272.2000|3034.0000|1848.5000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20200331|12|INDAS|36269.0000|NA|3035.0000|1390.0000|500.0000|14068.1000|8817.3000|56.7000|8817.3000|6178.7000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20210331|12|INDAS|37668.2000|80.4000|3526.5000|1032.7000|375.0000|15189.7000|2967.4000|10.1000|2967.4000|3797.8000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20220331|12|INDAS|46166.4000|41.3000|4005.1000|403.8000|593.8000|17505.0000|4663.5000|6.0000|4663.5000|5412.7000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20230331|12|INDAS|55190.6000|69.0000|4765.8000|386.8000|NA|15698.0000|754.6000|4.7000|754.6000|7702.9000|NA
91480|HATSUN AGRO PRODUCT LTD.|20160331|12|IGAAP|34439.5000|1.8000|929.9000|2303.8000|1522.8000|6472.1000|1249.4000|6.3000|1249.4000|2185.9000|59.4000
91480|HATSUN AGRO PRODUCT LTD.|20170331|12|INDAS|41958.8000|2.2000|1053.6000|3693.5000|2294.5000|9913.8000|4879.2000|25.7000|4879.2000|4327.7000|52.3000
91480|HATSUN AGRO PRODUCT LTD.|20180331|12|INDAS|42811.2000|1.4000|1191.6000|5420.7000|2898.9000|12166.2000|4048.3000|13.6000|4048.3000|2770.8000|NA
91480|HATSUN AGRO PRODUCT LTD.|20190331|12|INDAS|47517.6000|3.1000|1309.8000|5024.0000|2912.9000|14078.1000|4013.3000|24.8000|4013.3000|3750.4000|NA
91480|HATSUN AGRO PRODUCT LTD.|20200331|12|INDAS|53002.5000|2.3000|1441.1000|7873.7000|2862.6000|17557.8000|6595.2000|28.7000|6595.2000|5519.4000|NA
91480|HATSUN AGRO PRODUCT LTD.|20210331|12|INDAS|55437.9000|1.9000|1633.4000|6769.6000|3156.2000|19291.0000|4816.8000|53.7000|4816.8000|5179.1000|NA
91480|HATSUN AGRO PRODUCT LTD.|20220331|12|INDAS|63535.1000|NA|1899.4000|9469.1000|3528.3000|24096.3000|8475.6000|46.0000|8475.6000|5763.8000|NA
91480|HATSUN AGRO PRODUCT LTD.|20230331|12|INDAS|72282.8000|NA|2049.0000|10417.7000|2796.6000|26145.9000|5978.1000|8.5000|5978.1000|NA|NA
94080|HINDUSTAN UNILEVER LTD.|20160331|12|INDAS|329290.0000|NA|12980.0000|NA|NA|29140.0000|8440.0000|10.0000|8440.0000|39740.0000|788.2000
94080|HINDUSTAN UNILEVER LTD.|20170331|12|INDAS|338950.0000|NA|13910.0000|NA|NA|40240.0000|15260.0000|3700.0000|15260.0000|49530.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20180331|12|INDAS|344470.0000|NA|14960.0000|NA|NA|41420.0000|6380.0000|60.0000|6380.0000|59130.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20190331|12|INDAS|374870.0000|NA|15320.0000|NA|NA|43430.0000|7510.0000|840.0000|7510.0000|57280.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20200331|12|INDAS|381020.0000|NA|15470.0000|5510.0000|NA|50560.0000|18650.0000|110.0000|18650.0000|73050.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20210331|12|INDAS|453110.0000|NA|19850.0000|6790.0000|NA|510270.0000|472950.0000|448350.0000|472950.0000|89570.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20220331|12|INDAS|503360.0000|NA|20450.0000|6860.0000|NA|510340.0000|11210.0000|30.0000|11210.0000|89640.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20230331|12|INDAS|581540.0000|NA|22900.0000|7460.0000|NA|514050.0000|14460.0000|180.0000|14460.0000|96260.0000|NA
97066|I T C LTD.|20160331|12|INDAS|503089.4000|719.2000|16278.6000|258.3000|128.6000|140109.7000|10783.9000|433.1000|10783.9000|92119.2000|30578.5000
97066|I T C LTD.|20170331|12|INDAS|536724.4000|1270.1000|17829.7000|179.9000|78.4000|148802.4000|19596.9000|189.2000|19596.9000|100020.2000|NA
97066|I T C LTD.|20180331|12|INDAS|425528.0000|869.5000|19151.1000|111.3000|68.6000|155659.9000|19168.6000|782.3000|19168.6000|126508.5000|NA
97066|I T C LTD.|20190331|12|INDAS|435720.6000|1004.6000|22354.6000|78.9000|32.4000|184864.0000|43811.0000|1351.1000|43811.0000|117490.5000|NA
97066|I T C LTD.|20200331|12|INDAS|444975.0000|1196.6000|23018.2000|2648.8000|22.6000|201321.9000|29624.9000|206.3000|29624.9000|138061.8000|NA
97066|I T C LTD.|20210331|12|INDAS|475236.5000|425.7000|25391.6000|2776.4000|3.5000|218112.3000|33062.4000|20959.3000|33062.4000|114938.6000|NA
97066|I T C LTD.|20220331|12|INDAS|578171.0000|2589.2000|27385.2000|2643.3000|7.4000|228564.1000|27758.7000|453.7000|27758.7000|148077.9000|NA
97066|I T C LTD.|20230331|12|INDAS|669038.0000|3005.8000|30157.8000|2768.7000|12.6000|238218.5000|26744.8000|668.1000|26744.8000|179117.0000|NA
