ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_sale_of_goods
162107|NUBERG ENGINEERING LTD.|20200331|12|IGAAP|1235.7000
162107|NUBERG ENGINEERING LTD.|20210331|12|IGAAP|1288.0000
162121|NUCLEAR POWER CORPN. OF INDIA LTD.|20170331|12|INDAS|NA
162121|NUCLEAR POWER CORPN. OF INDIA LTD.|20180331|12|INDAS|NA
162121|NUCLEAR POWER CORPN. OF INDIA LTD.|20190331|12|INDAS|NA
162121|NUCLEAR POWER CORPN. OF INDIA LTD.|20200331|12|INDAS|NA
162121|NUCLEAR POWER CORPN. OF INDIA LTD.|20210331|12|INDAS|NA
162121|NUCLEAR POWER CORPN. OF INDIA LTD.|20220331|12|INDAS|NA
162140|ASIT C. MEHTA FINANCIAL SERVICES LTD.|20170331|12|INDAS|NA
162140|ASIT C. MEHTA FINANCIAL SERVICES LTD.|20180331|12|INDAS|NA
162140|ASIT C. MEHTA FINANCIAL SERVICES LTD.|20190331|12|INDAS|NA
162140|ASIT C. MEHTA FINANCIAL SERVICES LTD.|20200331|12|INDAS|NA
162140|ASIT C. MEHTA FINANCIAL SERVICES LTD.|20210331|12|INDAS|NA
162140|ASIT C. MEHTA FINANCIAL SERVICES LTD.|20220331|12|INDAS|NA
162140|ASIT C. MEHTA FINANCIAL SERVICES LTD.|20230331|12|INDAS|NA
162142|NUCLEUS SOFTWARE EXPORTS LTD.|20170331|12|INDAS|NA
162142|NUCLEUS SOFTWARE EXPORTS LTD.|20180331|12|INDAS|NA
162142|NUCLEUS SOFTWARE EXPORTS LTD.|20190331|12|INDAS|NA
162142|NUCLEUS SOFTWARE EXPORTS LTD.|20200331|12|INDAS|NA
162142|NUCLEUS SOFTWARE EXPORTS LTD.|20210331|12|INDAS|NA
162142|NUCLEUS SOFTWARE EXPORTS LTD.|20220331|12|INDAS|NA
162142|NUCLEUS SOFTWARE EXPORTS LTD.|20230331|12|INDAS|NA
162216|NUMALIGARH REFINERY LTD.|20170331|12|INDAS|139451.5000
162216|NUMALIGARH REFINERY LTD.|20180331|12|INDAS|159219.6000
162216|NUMALIGARH REFINERY LTD.|20190331|12|INDAS|185090.8000
162216|NUMALIGARH REFINERY LTD.|20200331|12|INDAS|140717.9000
162216|NUMALIGARH REFINERY LTD.|20210331|12|INDAS|185483.8000
162216|NUMALIGARH REFINERY LTD.|20220331|12|INDAS|235458.0000
162216|NUMALIGARH REFINERY LTD.|20230331|12|INDAS|297850.8000
162229|SWELECT ENERGY SYSTEMS LTD.|20170331|12|INDAS|1768.8000
162229|SWELECT ENERGY SYSTEMS LTD.|20180331|12|INDAS|1750.6000
162229|SWELECT ENERGY SYSTEMS LTD.|20190331|12|INDAS|1658.2000
162229|SWELECT ENERGY SYSTEMS LTD.|20200331|12|INDAS|1697.6000
162229|SWELECT ENERGY SYSTEMS LTD.|20210331|12|INDAS|1717.0000
162229|SWELECT ENERGY SYSTEMS LTD.|20220331|12|INDAS|2602.8000
162229|SWELECT ENERGY SYSTEMS LTD.|20230331|12|INDAS|2412.5000
162488|O C L INDIA LTD. [MERGED]|20170331|12|INDAS|28992.6000
162492|O C L INVESTMENTS & LEASING LTD.|20170331|12|IGAAP|NA
162492|O C L INVESTMENTS & LEASING LTD.|20180331|12|IGAAP|NA
162492|O C L INVESTMENTS & LEASING LTD.|20190331|12|IGAAP|NA
162492|O C L INVESTMENTS & LEASING LTD.|20200331|12|IGAAP|NA
162492|O C L INVESTMENTS & LEASING LTD.|20210331|12|IGAAP|NA
162492|O C L INVESTMENTS & LEASING LTD.|20220331|12|IGAAP|NA
162531|O J FINANCIAL SERVICES LTD.|20170331|12|IGAAP|NA
162531|O J FINANCIAL SERVICES LTD.|20180331|12|IGAAP|NA
162531|O J FINANCIAL SERVICES LTD.|20190331|12|IGAAP|NA
162531|O J FINANCIAL SERVICES LTD.|20200331|12|IGAAP|NA
162531|O J FINANCIAL SERVICES LTD.|20210331|12|IGAAP|NA
162531|O J FINANCIAL SERVICES LTD.|20220331|12|IGAAP|NA
162540|O K PLAY INDIA LTD.|20170331|12|INDAS|913.4000
162540|O K PLAY INDIA LTD.|20180331|12|INDAS|1422.6000
162540|O K PLAY INDIA LTD.|20190331|12|INDAS|1567.3000
162540|O K PLAY INDIA LTD.|20200331|12|INDAS|788.1000
162540|O K PLAY INDIA LTD.|20210331|12|INDAS|919.2000
162540|O K PLAY INDIA LTD.|20220331|12|INDAS|1011.5000
162540|O K PLAY INDIA LTD.|20230331|12|INDAS|1814.5000
162602|ASAS INDUSTRIES PVT. LTD.|20170331|12|IGAAP|NA
162602|ASAS INDUSTRIES PVT. LTD.|20180331|12|IGAAP|NA
162696|O T C EXCHANGE OF INDIA|20170331|12|IGAAP|NA
162728|O E N INDIA LTD|20230331|12|IGAAP|2414.5000
162802|OASIS SECURITIES LTD.|20170331|12|IGAAP|NA
162878|OBJECTONE INFORMATION SYSTEMS LTD.|20170331|12|INDAS|NA
162878|OBJECTONE INFORMATION SYSTEMS LTD.|20180331|12|INDAS|2.5000
162878|OBJECTONE INFORMATION SYSTEMS LTD.|20190331|12|INDAS|NA
162878|OBJECTONE INFORMATION SYSTEMS LTD.|20200331|12|INDAS|NA
162878|OBJECTONE INFORMATION SYSTEMS LTD.|20210331|12|INDAS|NA
162878|OBJECTONE INFORMATION SYSTEMS LTD.|20220331|12|INDAS|NA
162878|OBJECTONE INFORMATION SYSTEMS LTD.|20230331|12|INDAS|NA
162905|OCEAN AGRO INDS. PVT. LTD.|20170331|12|IGAAP|238.4000
162905|OCEAN AGRO INDS. PVT. LTD.|20180331|12|INDAS|210.4000
162905|OCEAN AGRO INDS. PVT. LTD.|20190331|12|INDAS|202.3000
162905|OCEAN AGRO INDS. PVT. LTD.|20200331|12|INDAS|198.0000
162905|OCEAN AGRO INDS. PVT. LTD.|20210331|12|INDAS|230.0000
162905|OCEAN AGRO INDS. PVT. LTD.|20220331|12|INDAS|207.4000
162962|OCEAN SPARKLE LTD.|20170331|12|INDAS|NA
162962|OCEAN SPARKLE LTD.|20180331|12|INDAS|NA
162962|OCEAN SPARKLE LTD.|20190331|12|INDAS|NA
162962|OCEAN SPARKLE LTD.|20200331|12|INDAS|NA
162962|OCEAN SPARKLE LTD.|20210331|12|INDAS|NA
162962|OCEAN SPARKLE LTD.|20220331|12|INDAS|NA
163021|OCEANIC PHARMACHEM PVT. LTD.|20210331|12|IGAAP|NA
163021|OCEANIC PHARMACHEM PVT. LTD.|20220331|12|IGAAP|NA
163052|PRITHVI EXCHANGE (INDIA) LTD.|20200331|12|INDAS|NA
163052|PRITHVI EXCHANGE (INDIA) LTD.|20210331|12|INDAS|NA
163052|PRITHVI EXCHANGE (INDIA) LTD.|20220331|12|INDAS|NA
163053|OCTAL CREDIT CAPITAL LTD.|20170331|12|IGAAP|NA
163053|OCTAL CREDIT CAPITAL LTD.|20180331|12|IGAAP|NA
163053|OCTAL CREDIT CAPITAL LTD.|20190331|12|FS_INDAS|NA
163053|OCTAL CREDIT CAPITAL LTD.|20200331|12|FS_INDAS|NA
163053|OCTAL CREDIT CAPITAL LTD.|20210331|12|FS_INDAS|NA
163053|OCTAL CREDIT CAPITAL LTD.|20220331|12|FS_INDAS|NA
163053|OCTAL CREDIT CAPITAL LTD.|20230331|12|FS_INDAS|NA
163136|ODYSSEY CORPORATION LTD.|20170331|12|INDAS|NA
163136|ODYSSEY CORPORATION LTD.|20180331|12|INDAS|NA
163136|ODYSSEY CORPORATION LTD.|20190331|12|INDAS|NA
163136|ODYSSEY CORPORATION LTD.|20200331|12|INDAS|NA
163136|ODYSSEY CORPORATION LTD.|20210331|12|INDAS|NA
163136|ODYSSEY CORPORATION LTD.|20220331|12|INDAS|NA
163136|ODYSSEY CORPORATION LTD.|20230331|12|INDAS|NA
163180|OFFSHORE INFRASTRUCTURES LTD.|20180331|12|IGAAP|NA
163180|OFFSHORE INFRASTRUCTURES LTD.|20190331|12|INDAS|NA
163180|OFFSHORE INFRASTRUCTURES LTD.|20200331|12|INDAS|NA
163180|OFFSHORE INFRASTRUCTURES LTD.|20210331|12|INDAS|NA
163180|OFFSHORE INFRASTRUCTURES LTD.|20220331|12|INDAS|NA
163180|OFFSHORE INFRASTRUCTURES LTD.|20230331|12|INDAS|NA
163203|OGILVY & MATHER PVT. LTD.|20171231|12|IGAAP|NA
163203|OGILVY & MATHER PVT. LTD.|20181231|12|IGAAP|NA
163203|OGILVY & MATHER PVT. LTD.|20191231|12|IGAAP|NA
163203|OGILVY & MATHER PVT. LTD.|20201231|12|IGAAP|NA
163203|OGILVY & MATHER PVT. LTD.|20211231|12|IGAAP|NA
163203|OGILVY & MATHER PVT. LTD.|20221231|12|IGAAP|NA
163226|OIL & NATURAL GAS CORPN. LTD.|20170331|12|INDAS|3253501.6000
163226|OIL & NATURAL GAS CORPN. LTD.|20180331|12|INDAS|3627683.0000
163226|OIL & NATURAL GAS CORPN. LTD.|20190331|12|INDAS|4567742.6000
163226|OIL & NATURAL GAS CORPN. LTD.|20200331|12|INDAS|4269375.0000
163226|OIL & NATURAL GAS CORPN. LTD.|20210331|12|INDAS|3609923.6000
163226|OIL & NATURAL GAS CORPN. LTD.|20220331|12|INDAS|5325565.3000
163226|OIL & NATURAL GAS CORPN. LTD.|20230331|12|INDAS|6854565.8000
163229|OIL INDIA LTD.|20170331|12|INDAS|73274.0000
163229|OIL INDIA LTD.|20180331|12|INDAS|85389.8000
163229|OIL INDIA LTD.|20190331|12|INDAS|110388.7000
163229|OIL INDIA LTD.|20200331|12|INDAS|182858.7000
163229|OIL INDIA LTD.|20210331|12|INDAS|209135.8000
163229|OIL INDIA LTD.|20220331|12|INDAS|280494.0000
163229|OIL INDIA LTD.|20230331|12|INDAS|353740.6000
163274|OJSWI TRADES INVST. & FINANCE LTD.|20180331|12|FS_INDAS|NA
163274|OJSWI TRADES INVST. & FINANCE LTD.|20190331|12|FS_INDAS|NA
163345|OLIN INTERNATIONAL LTD.|20170331|12|IGAAP|NA
163345|OLIN INTERNATIONAL LTD.|20180331|12|IGAAP|NA
163345|OLIN INTERNATIONAL LTD.|20190331|12|IGAAP|0.1000
163345|OLIN INTERNATIONAL LTD.|20200331|12|IGAAP|0.0000
163345|OLIN INTERNATIONAL LTD.|20210331|12|IGAAP|0.1000
163345|OLIN INTERNATIONAL LTD.|20220331|12|IGAAP|0.1000
163352|OLIVE COMMERCIAL CO. LTD.|20170331|12|INDAS|NA
163352|OLIVE COMMERCIAL CO. LTD.|20180331|12|INDAS|NA
163352|OLIVE COMMERCIAL CO. LTD.|20190331|12|INDAS|NA
163352|OLIVE COMMERCIAL CO. LTD.|20200331|12|INDAS|NA
163352|OLIVE COMMERCIAL CO. LTD.|20210331|12|INDAS|NA
163352|OLIVE COMMERCIAL CO. LTD.|20220331|12|INDAS|NA
163413|OLYMPIC GENERAL TRDG. LTD.|20180331|12|IGAAP|NA
163413|OLYMPIC GENERAL TRDG. LTD.|20190331|12|IGAAP|NA
163413|OLYMPIC GENERAL TRDG. LTD.|20200331|12|IGAAP|NA
163413|OLYMPIC GENERAL TRDG. LTD.|20210331|12|IGAAP|NA
163413|OLYMPIC GENERAL TRDG. LTD.|20220331|12|IGAAP|NA
163423|OLYMPIC OIL INDS. LTD.|20220331|12|INDAS|NA
163423|OLYMPIC OIL INDS. LTD.|20230331|12|INDAS|NA
163448|OM AIR FREIGHT LTD.|20170331|12|IGAAP|NA
163448|OM AIR FREIGHT LTD.|20180331|12|IGAAP|NA
163448|OM AIR FREIGHT LTD.|20190331|12|IGAAP|NA
163448|OM AIR FREIGHT LTD.|20200331|12|IGAAP|NA
163448|OM AIR FREIGHT LTD.|20210331|12|IGAAP|NA
163448|OM AIR FREIGHT LTD.|20220331|12|IGAAP|NA
163475|ALOM EXTRUSIONS LTD.|20170331|12|IGAAP|1659.7000
163475|ALOM EXTRUSIONS LTD.|20180331|12|IGAAP|2044.9000
163475|ALOM EXTRUSIONS LTD.|20190331|12|IGAAP|1866.9000
163475|ALOM EXTRUSIONS LTD.|20200331|12|IGAAP|1363.8000
163475|ALOM EXTRUSIONS LTD.|20210331|12|IGAAP|1138.3000
163475|ALOM EXTRUSIONS LTD.|20220331|12|IGAAP|1285.0000
163523|OM LOGISTICS LTD.|20170331|12|INDAS|NA
163523|OM LOGISTICS LTD.|20180331|12|INDAS|NA
163523|OM LOGISTICS LTD.|20190331|12|INDAS|NA
163523|OM LOGISTICS LTD.|20200331|12|INDAS|NA
163523|OM LOGISTICS LTD.|20210331|12|INDAS|NA
163523|OM LOGISTICS LTD.|20220331|12|INDAS|NA
163523|OM LOGISTICS LTD.|20230331|12|INDAS|NA
163534|OM INFRA LTD.|20170331|12|INDAS|587.4000
163534|OM INFRA LTD.|20180331|12|INDAS|803.4000
163534|OM INFRA LTD.|20190331|12|INDAS|344.0000
163534|OM INFRA LTD.|20200331|12|INDAS|274.6000
163534|OM INFRA LTD.|20210331|12|INDAS|109.9000
163534|OM INFRA LTD.|20220331|12|INDAS|77.6000
163534|OM INFRA LTD.|20230331|12|INDAS|49.6000
163543|OM OIL & FLOUR MILLS LTD.|20170331|12|IGAAP|2430.8000
163543|OM OIL & FLOUR MILLS LTD.|20180331|12|IGAAP|2480.4000
163543|OM OIL & FLOUR MILLS LTD.|20190331|12|IGAAP|2538.6000
163543|OM OIL & FLOUR MILLS LTD.|20200331|12|IGAAP|2982.8000
163543|OM OIL & FLOUR MILLS LTD.|20210331|12|IGAAP|3040.1000
163705|OMAXE LTD.|20170331|12|INDAS|NA
163705|OMAXE LTD.|20180331|12|INDAS|NA
163705|OMAXE LTD.|20190331|12|INDAS|NA
163705|OMAXE LTD.|20200331|12|INDAS|NA
163705|OMAXE LTD.|20210331|12|INDAS|NA
163705|OMAXE LTD.|20220331|12|INDAS|NA
163705|OMAXE LTD.|20230331|12|INDAS|NA
163757|OMEGA INVESTMENT & PROPERTIES LTD.|20170331|12|IGAAP|NA
163757|OMEGA INVESTMENT & PROPERTIES LTD.|20180331|12|IGAAP|NA
163757|OMEGA INVESTMENT & PROPERTIES LTD.|20190331|12|IGAAP|5.4000
163757|OMEGA INVESTMENT & PROPERTIES LTD.|20200331|12|IGAAP|NA
163757|OMEGA INVESTMENT & PROPERTIES LTD.|20210331|12|IGAAP|NA
163905|OMNI AUTO LTD.|20220331|12|IGAAP|2787.3000
164099|O N G C VIDESH LTD.|20170331|12|INDAS|80447.0000
164099|O N G C VIDESH LTD.|20180331|12|INDAS|82531.4000
164099|O N G C VIDESH LTD.|20190331|12|INDAS|124684.3000
164099|O N G C VIDESH LTD.|20200331|12|INDAS|127145.1000
164099|O N G C VIDESH LTD.|20210331|12|INDAS|97683.2000
164099|O N G C VIDESH LTD.|20220331|12|INDAS|156385.4000
164099|O N G C VIDESH LTD.|20230331|12|INDAS|100199.1000
164193|ONMOBILE GLOBAL LTD.|20170331|12|INDAS|NA
164193|ONMOBILE GLOBAL LTD.|20180331|12|INDAS|NA
164193|ONMOBILE GLOBAL LTD.|20190331|12|INDAS|NA
164193|ONMOBILE GLOBAL LTD.|20200331|12|INDAS|NA
164193|ONMOBILE GLOBAL LTD.|20210331|12|INDAS|NA
164193|ONMOBILE GLOBAL LTD.|20220331|12|INDAS|NA
164193|ONMOBILE GLOBAL LTD.|20230331|12|INDAS|NA
164205|ONSHORE CONSTRUCTION CO. PVT. LTD.|20170331|12|IGAAP|NA
164205|ONSHORE CONSTRUCTION CO. PVT. LTD.|20180331|12|IGAAP|NA
164205|ONSHORE CONSTRUCTION CO. PVT. LTD.|20190331|12|IGAAP|NA
164205|ONSHORE CONSTRUCTION CO. PVT. LTD.|20200331|12|IGAAP|NA
164205|ONSHORE CONSTRUCTION CO. PVT. LTD.|20210331|12|IGAAP|NA
164205|ONSHORE CONSTRUCTION CO. PVT. LTD.|20220331|12|IGAAP|NA
164242|ONWARD TECHNOLOGIES LTD.|20170331|12|INDAS|NA
164242|ONWARD TECHNOLOGIES LTD.|20180331|12|INDAS|NA
164242|ONWARD TECHNOLOGIES LTD.|20190331|12|INDAS|NA
164242|ONWARD TECHNOLOGIES LTD.|20200331|12|INDAS|NA
164242|ONWARD TECHNOLOGIES LTD.|20210331|12|INDAS|NA
164242|ONWARD TECHNOLOGIES LTD.|20220331|12|INDAS|NA
164242|ONWARD TECHNOLOGIES LTD.|20230331|12|INDAS|NA
164262|OODLABARI CO. LTD.|20170331|12|IGAAP|374.7000
164262|OODLABARI CO. LTD.|20180331|12|IGAAP|334.6000
164262|OODLABARI CO. LTD.|20190331|12|IGAAP|271.1000
164456|OPTO CIRCUITS (INDIA) LTD.|20170331|12|INDAS|2011.2000
164456|OPTO CIRCUITS (INDIA) LTD.|20180331|12|INDAS|2134.0000
164456|OPTO CIRCUITS (INDIA) LTD.|20190331|12|INDAS|2554.2000
164456|OPTO CIRCUITS (INDIA) LTD.|20200331|12|INDAS|1755.3000
164499|CREDENT GLOBAL FINANCE LTD.|20220331|12|FS_INDAS|NA
164499|CREDENT GLOBAL FINANCE LTD.|20230331|12|FS_INDAS|NA
164563|ORBIT EXPORTS LTD.|20170331|12|INDAS|1269.8000
164563|ORBIT EXPORTS LTD.|20180331|12|INDAS|1309.8000
164563|ORBIT EXPORTS LTD.|20190331|12|INDAS|1352.1000
164563|ORBIT EXPORTS LTD.|20200331|12|INDAS|1423.0000
164563|ORBIT EXPORTS LTD.|20210331|12|INDAS|660.7000
164563|ORBIT EXPORTS LTD.|20220331|12|INDAS|1241.6000
164563|ORBIT EXPORTS LTD.|20230331|12|INDAS|1923.5000
164571|ORBIT INDUSTRIES LTD.|20180331|12|IGAAP|NA
164571|ORBIT INDUSTRIES LTD.|20190331|12|IGAAP|NA
164571|ORBIT INDUSTRIES LTD.|20200331|12|IGAAP|NA
164571|ORBIT INDUSTRIES LTD.|20210331|12|IGAAP|NA
164571|ORBIT INDUSTRIES LTD.|20220331|12|IGAAP|NA
164629|ORCHID PHARMA LTD.|20170331|12|INDAS|7321.3000
164629|ORCHID PHARMA LTD.|20180331|12|INDAS|5980.1000
164629|ORCHID PHARMA LTD.|20190331|12|INDAS|5516.5000
164629|ORCHID PHARMA LTD.|20200331|12|INDAS|4643.2000
164629|ORCHID PHARMA LTD.|20210331|12|INDAS|4381.8000
164629|ORCHID PHARMA LTD.|20220331|12|INDAS|5560.7000
164629|ORCHID PHARMA LTD.|20230331|12|INDAS|6556.1000
164646|TATA CONSULTANCY SERVICES LTD.|20170331|12|INDAS|NA
164646|TATA CONSULTANCY SERVICES LTD.|20180331|12|INDAS|NA
164646|TATA CONSULTANCY SERVICES LTD.|20190331|12|INDAS|NA
164646|TATA CONSULTANCY SERVICES LTD.|20200331|12|INDAS|NA
164646|TATA CONSULTANCY SERVICES LTD.|20210331|12|INDAS|NA
164646|TATA CONSULTANCY SERVICES LTD.|20220331|12|INDAS|NA
164646|TATA CONSULTANCY SERVICES LTD.|20230331|12|INDAS|NA
164689|NIELSENIQ (INDIA) PVT. LTD.|20170331|12|IGAAP|NA
164689|NIELSENIQ (INDIA) PVT. LTD.|20180331|12|IGAAP|NA
164689|NIELSENIQ (INDIA) PVT. LTD.|20190331|12|IGAAP|NA
164740|ORIENT CERATECH LTD.|20220331|12|INDAS|2472.6000
164740|ORIENT CERATECH LTD.|20230331|12|INDAS|2651.5000
164751|ORIENT BEVERAGES LTD.|20170331|12|INDAS|379.2000
164751|ORIENT BEVERAGES LTD.|20180331|12|INDAS|368.7000
164751|ORIENT BEVERAGES LTD.|20190331|12|INDAS|490.4000
164751|ORIENT BEVERAGES LTD.|20200331|12|INDAS|622.1000
164751|ORIENT BEVERAGES LTD.|20210331|12|INDAS|343.4000
164751|ORIENT BEVERAGES LTD.|20220331|12|INDAS|589.3000
164751|ORIENT BEVERAGES LTD.|20230331|12|INDAS|857.4000
164762|ORIENT BELL LTD.|20170331|12|INDAS|4803.3000
164762|ORIENT BELL LTD.|20180331|12|INDAS|4505.2000
164762|ORIENT BELL LTD.|20190331|12|INDAS|3693.5000
164762|ORIENT BELL LTD.|20200331|12|INDAS|3076.2000
164762|ORIENT BELL LTD.|20210331|12|INDAS|3367.4000
164762|ORIENT BELL LTD.|20220331|12|INDAS|4491.8000
164762|ORIENT BELL LTD.|20230331|12|INDAS|5013.6000
164777|ORIENT CRAFT LTD.|20170331|12|INDAS|18860.8000
164777|ORIENT CRAFT LTD.|20180331|12|INDAS|17385.3000
164777|ORIENT CRAFT LTD.|20190331|12|INDAS|20388.0000
164777|ORIENT CRAFT LTD.|20200331|12|INDAS|18703.7000
164817|ORIENT BLACKSWAN PVT. LTD.|20170331|12|IGAAP|1759.1000
164817|ORIENT BLACKSWAN PVT. LTD.|20180331|12|IGAAP|1549.0000
164817|ORIENT BLACKSWAN PVT. LTD.|20190331|12|IGAAP|NA
164817|ORIENT BLACKSWAN PVT. LTD.|20200331|12|IGAAP|1607.5000
164817|ORIENT BLACKSWAN PVT. LTD.|20210331|12|IGAAP|1193.2000
164817|ORIENT BLACKSWAN PVT. LTD.|20220331|12|IGAAP|1258.5000
164817|ORIENT BLACKSWAN PVT. LTD.|20230331|12|IGAAP|1712.5000
164829|SHARP CORP LTD.|20170331|12|INDAS|38883.4000
164829|SHARP CORP LTD.|20180331|12|INDAS|NA
164829|SHARP CORP LTD.|20190331|12|INDAS|NA
164829|SHARP CORP LTD.|20200331|12|INDAS|3768.7000
164829|SHARP CORP LTD.|20210331|12|INDAS|3623.7000
164829|SHARP CORP LTD.|20220331|12|INDAS|1001.3000
164895|ORIENTAL CARBON & CHEMICALS LTD.|20170331|12|INDAS|3457.9000
164895|ORIENTAL CARBON & CHEMICALS LTD.|20180331|12|INDAS|3732.6000
164895|ORIENTAL CARBON & CHEMICALS LTD.|20190331|12|INDAS|4295.8000
164895|ORIENTAL CARBON & CHEMICALS LTD.|20200331|12|INDAS|3847.8000
164895|ORIENTAL CARBON & CHEMICALS LTD.|20210331|12|INDAS|3736.1000
164895|ORIENTAL CARBON & CHEMICALS LTD.|20220331|12|INDAS|4350.9000
164895|ORIENTAL CARBON & CHEMICALS LTD.|20230331|12|INDAS|5273.9000
164907|ORICON ENTERPRISES LTD.|20170331|12|INDAS|4260.4000
164907|ORICON ENTERPRISES LTD.|20180331|12|INDAS|3761.1000
164907|ORICON ENTERPRISES LTD.|20190331|12|INDAS|4065.4000
164907|ORICON ENTERPRISES LTD.|20200331|12|INDAS|4560.9000
164907|ORICON ENTERPRISES LTD.|20210331|12|INDAS|3564.6000
164907|ORICON ENTERPRISES LTD.|20220331|12|INDAS|4473.0000
164907|ORICON ENTERPRISES LTD.|20230331|12|INDAS|5268.0000
164912|ORIENTAL CUISINES PVT. LTD.|20200331|12|IGAAP|NA
164912|ORIENTAL CUISINES PVT. LTD.|20210331|12|IGAAP|NA
164912|ORIENTAL CUISINES PVT. LTD.|20220331|12|IGAAP|NA
164948|ORIENTAL HOTELS LTD.|20170331|12|INDAS|NA
164948|ORIENTAL HOTELS LTD.|20180331|12|INDAS|NA
164948|ORIENTAL HOTELS LTD.|20190331|12|INDAS|NA
164948|ORIENTAL HOTELS LTD.|20200331|12|INDAS|NA
164948|ORIENTAL HOTELS LTD.|20210331|12|INDAS|NA
164948|ORIENTAL HOTELS LTD.|20220331|12|INDAS|NA
164948|ORIENTAL HOTELS LTD.|20230331|12|INDAS|NA
164988|ORIENTAL RUBBER INDS. PVT. LTD.|20170331|12|IGAAP|3374.9000
164988|ORIENTAL RUBBER INDS. PVT. LTD.|20180331|12|IGAAP|4421.1000
164988|ORIENTAL RUBBER INDS. PVT. LTD.|20190331|12|IGAAP|5149.6000
164988|ORIENTAL RUBBER INDS. PVT. LTD.|20200331|12|IGAAP|5330.3000
164988|ORIENTAL RUBBER INDS. PVT. LTD.|20210331|12|IGAAP|5505.1000
164988|ORIENTAL RUBBER INDS. PVT. LTD.|20220331|12|IGAAP|7279.7000
165003|ORIENTAL STRUCTURAL ENGINEERS PVT. LTD.|20170331|12|INDAS|NA
165003|ORIENTAL STRUCTURAL ENGINEERS PVT. LTD.|20180331|12|INDAS|NA
165003|ORIENTAL STRUCTURAL ENGINEERS PVT. LTD.|20190331|12|INDAS|NA
165003|ORIENTAL STRUCTURAL ENGINEERS PVT. LTD.|20200331|12|INDAS|NA
165003|ORIENTAL STRUCTURAL ENGINEERS PVT. LTD.|20210331|12|INDAS|NA
165003|ORIENTAL STRUCTURAL ENGINEERS PVT. LTD.|20220331|12|INDAS|NA
165020|ORIENTAL RAIL INFRASTRUCTURE LTD.|20170331|12|IGAAP|1033.7000
165020|ORIENTAL RAIL INFRASTRUCTURE LTD.|20180331|12|INDAS|1326.8000
165020|ORIENTAL RAIL INFRASTRUCTURE LTD.|20190331|12|INDAS|1392.4000
165020|ORIENTAL RAIL INFRASTRUCTURE LTD.|20200331|12|INDAS|2666.7000
165020|ORIENTAL RAIL INFRASTRUCTURE LTD.|20210331|12|INDAS|2174.6000
165020|ORIENTAL RAIL INFRASTRUCTURE LTD.|20220331|12|INDAS|1671.9000
165020|ORIENTAL RAIL INFRASTRUCTURE LTD.|20230331|12|INDAS|3225.4000
165021|DENIM DEVELOPERS LTD.|20170331|12|INDAS|NA
165021|DENIM DEVELOPERS LTD.|20180331|12|INDAS|NA
165021|DENIM DEVELOPERS LTD.|20190331|12|INDAS|NA
165021|DENIM DEVELOPERS LTD.|20200331|12|INDAS|NA
165021|DENIM DEVELOPERS LTD.|20210331|12|INDAS|NA
165021|DENIM DEVELOPERS LTD.|20220331|12|INDAS|NA
165021|DENIM DEVELOPERS LTD.|20230331|12|INDAS|NA
165054|TORM SHIPPING INDIA PVT. LTD.|20170331|12|IGAAP|NA
165054|TORM SHIPPING INDIA PVT. LTD.|20180331|12|IGAAP|NA
165054|TORM SHIPPING INDIA PVT. LTD.|20190331|12|IGAAP|NA
165054|TORM SHIPPING INDIA PVT. LTD.|20200331|12|IGAAP|NA
165054|TORM SHIPPING INDIA PVT. LTD.|20210331|12|IGAAP|NA
165054|TORM SHIPPING INDIA PVT. LTD.|20220331|12|IGAAP|NA
165165|ODISHA HYDRO POWER CORPN. LTD.|20170331|12|INDAS|NA
165165|ODISHA HYDRO POWER CORPN. LTD.|20180331|12|INDAS|NA
165165|ODISHA HYDRO POWER CORPN. LTD.|20190331|12|INDAS|NA
165165|ODISHA HYDRO POWER CORPN. LTD.|20200331|12|INDAS|NA
165165|ODISHA HYDRO POWER CORPN. LTD.|20210331|12|INDAS|NA
165165|ODISHA HYDRO POWER CORPN. LTD.|20220331|12|INDAS|NA
165173|ODISHA MINING CORPN. LTD.|20170331|12|INDAS|23314.3000
165173|ODISHA MINING CORPN. LTD.|20180331|12|INDAS|28530.9000
165173|ODISHA MINING CORPN. LTD.|20190331|12|INDAS|40520.5000
165173|ODISHA MINING CORPN. LTD.|20200331|12|INDAS|40929.5000
165173|ODISHA MINING CORPN. LTD.|20210331|12|INDAS|55870.9000
165173|ODISHA MINING CORPN. LTD.|20220331|12|INDAS|170352.5000
165182|ODISHA POWER GENERATION CORPN. LTD.|20170331|12|INDAS|NA
165182|ODISHA POWER GENERATION CORPN. LTD.|20180331|12|INDAS|NA
165182|ODISHA POWER GENERATION CORPN. LTD.|20190331|12|INDAS|NA
165182|ODISHA POWER GENERATION CORPN. LTD.|20200331|12|INDAS|NA
165182|ODISHA POWER GENERATION CORPN. LTD.|20210331|12|INDAS|NA
165182|ODISHA POWER GENERATION CORPN. LTD.|20220331|12|INDAS|NA
165188|MAGNUM SEA FOODS LTD.|20170331|12|IGAAP|NA
165210|ORIX AUTO INFRASTRUCTURE SERVICES LTD.|20170331|12|INDAS|NA
165210|ORIX AUTO INFRASTRUCTURE SERVICES LTD.|20180331|12|INDAS|NA
